scenario,u,v,distance_m,speed_mps,congest_base
OSM_MEDIUM,218,233,7.169452801482414,9.0199044473123,0.4999999998333333
OSM_MEDIUM,219,235,30.114655422644155,11.973824973150887,0.3333333332222222
OSM_MEDIUM,220,224,4.337959398894694,11.566398719889552,0.3333333332222222
OSM_MEDIUM,221,227,7.171717450683562,10.417728857591568,0.3333333332222222
OSM_MEDIUM,222,229,4.720552554041908,11.133814843624894,0.3333333332222222
OSM_MEDIUM,223,228,2.7965301324563216,10.193561722016213,0.4999999998333333
OSM_MEDIUM,223,225,3.0243474131945964,8.331228538719051,0.4999999998333333
OSM_MEDIUM,224,226,4.13551272014582,12.022235571886355,0.3333333332222222
OSM_MEDIUM,225,226,1.7178723504165598,10.688724098825269,0.3333333332222222
OSM_MEDIUM,228,236,3.5731754161560576,10.160670156297043,0.3333333332222222
OSM_MEDIUM,229,241,13.14394891151151,9.812727557915741,0.3333333332222222
OSM_MEDIUM,230,297,86.91132129773044,10.535211114935027,0.3333333332222222
OSM_MEDIUM,231,257,42.0949212799122,13.362985342231717,0.1666666666111111
OSM_MEDIUM,232,233,5.863711096037057,8.89024113558126,0.4999999998333333
OSM_MEDIUM,232,250,18.233287185542085,12.796675249499753,0.1666666666111111
OSM_MEDIUM,233,240,8.351068014870897,9.150177898192108,0.4999999998333333
OSM_MEDIUM,234,273,56.622878710669504,8.462278791348027,0.4999999998333333
OSM_MEDIUM,235,238,15.401247165015493,10.156919102551578,0.4999999998333333
OSM_MEDIUM,236,239,3.8887031659610445,11.352869368783386,0.3333333332222222
OSM_MEDIUM,237,238,2.896785954897448,10.77632271339106,0.3333333332222222
OSM_MEDIUM,238,246,23.73910436081596,8.954689284726307,0.6666666664444444
OSM_MEDIUM,239,242,3.5748925944696026,9.487245427848489,0.3333333332222222
OSM_MEDIUM,240,265,42.56158883652981,11.357840010411243,0.3333333332222222
OSM_MEDIUM,241,244,5.070639998059681,11.069423202541444,0.3333333332222222
OSM_MEDIUM,242,245,3.0793204637964338,11.690279572111546,0.3333333332222222
OSM_MEDIUM,243,252,10.745358382496992,11.182918177251786,0.3333333332222222
OSM_MEDIUM,244,248,5.796304063207495,11.891646439001052,0.3333333332222222
OSM_MEDIUM,245,247,2.8403703334409123,11.112314855991825,0.3333333332222222
OSM_MEDIUM,246,256,18.95609784769129,9.795648137689389,0.4999999998333333
OSM_MEDIUM,247,260,43.41767725136476,9.31779891858713,0.4999999998333333
OSM_MEDIUM,248,253,20.253572969068703,11.867320499391877,0.3333333332222222
OSM_MEDIUM,249,254,13.37498133873049,11.71773823636556,0.1666666666111111
OSM_MEDIUM,251,255,32.792960714301564,12.4729051013304,0.1666666666111111
OSM_MEDIUM,252,323,90.04607278176476,8.480968262085256,0.6666666664444444
OSM_MEDIUM,253,266,37.83580938591721,10.517354496859014,0.3333333332222222
OSM_MEDIUM,254,259,10.094796512204917,9.666213397307502,0.3333333332222222
OSM_MEDIUM,255,263,17.152136467722688,11.579326769299232,0.3333333332222222
OSM_MEDIUM,256,258,3.8500133076644762,9.038401863642122,0.4999999998333333
OSM_MEDIUM,257,260,6.410335486419455,9.416114538228554,0.4999999998333333
OSM_MEDIUM,258,261,28.676020781181393,8.495327796100161,0.6666666664444444
OSM_MEDIUM,258,268,14.228262086459152,8.217694473398351,0.4999999998333333
OSM_MEDIUM,259,261,5.696647409017243,9.103232471047775,0.4999999998333333
OSM_MEDIUM,260,262,8.6473372632646,8.885889082355108,0.4999999998333333
OSM_MEDIUM,261,267,19.233865658189877,8.44520291417163,0.4999999998333333
OSM_MEDIUM,262,274,19.171242412008212,10.518966512662614,0.3333333332222222
OSM_MEDIUM,263,264,2.9545467901832105,11.87544355171248,0.3333333332222222
OSM_MEDIUM,264,288,27.80112122082562,10.379606166726699,0.3333333332222222
OSM_MEDIUM,265,278,34.13953131287661,10.499051744440917,0.4999999998333333
OSM_MEDIUM,266,277,17.028218806145297,10.36457872220013,0.3333333332222222
OSM_MEDIUM,267,269,1.4394222454240764,11.718397374168706,0.3333333332222222
OSM_MEDIUM,268,292,29.234996441631296,12.053869497012148,0.3333333332222222
OSM_MEDIUM,269,270,1.6299364599350172,11.06560416698052,0.3333333332222222
OSM_MEDIUM,270,271,1.497758590587172,12.157937783511704,0.3333333332222222
OSM_MEDIUM,271,272,1.7309077682635476,10.669930907776003,0.3333333332222222
OSM_MEDIUM,272,275,2.595488709104145,10.39361150968879,0.3333333332222222
OSM_MEDIUM,273,283,10.429048806826074,7.306758014330383,0.8333333330555555
OSM_MEDIUM,273,278,5.327980173109925,7.224818720711451,0.6666666664444444
OSM_MEDIUM,274,276,5.459663398094851,10.950129813903272,0.3333333332222222
OSM_MEDIUM,275,314,46.66929996677929,12.26798543246459,0.3333333332222222
OSM_MEDIUM,276,280,5.657986880503911,10.040060047710767,0.3333333332222222
OSM_MEDIUM,277,282,9.091872504805371,9.793091432612831,0.3333333332222222
OSM_MEDIUM,278,279,3.8902753688259146,8.504715182455454,0.6666666664444444
OSM_MEDIUM,279,283,7.000988253400887,6.89533251308343,0.8333333330555555
OSM_MEDIUM,279,281,0.5998163012360447,10.698369289536444,0.4999999998333333
OSM_MEDIUM,280,284,6.620822300620109,10.958684232462842,0.3333333332222222
OSM_MEDIUM,281,328,51.289118537852225,8.896627563724028,0.6666666664444444
OSM_MEDIUM,282,285,6.248362788841113,10.925754147018331,0.3333333332222222
OSM_MEDIUM,283,289,9.698728897418402,7.663876630938373,0.6666666664444444
OSM_MEDIUM,283,290,34.55147714526691,7.70946489769257,0.6666666664444444
OSM_MEDIUM,284,286,5.885518522815686,10.860535852996815,0.3333333332222222
OSM_MEDIUM,285,287,5.8292741580627805,9.489077143917298,0.3333333332222222
OSM_MEDIUM,286,295,6.653039362404788,11.7914289813348,0.3333333332222222
OSM_MEDIUM,287,293,6.056355713260664,10.442496740737852,0.3333333332222222
OSM_MEDIUM,288,302,14.565335219507674,10.820703499588303,0.4999999998333333
OSM_MEDIUM,289,332,42.488327729381076,9.078836959784555,0.4999999998333333
OSM_MEDIUM,290,291,4.137315541457578,11.204439203849825,0.3333333332222222
OSM_MEDIUM,291,299,27.156438806805557,11.507426227549852,0.3333333332222222
OSM_MEDIUM,292,308,17.285231109583876,10.168592236159807,0.4999999998333333
OSM_MEDIUM,293,298,4.826180943449674,12.158795963893727,0.3333333332222222
OSM_MEDIUM,294,296,14.240914571985696,13.254003240806904,0.1666666666111111
OSM_MEDIUM,295,300,6.620174973930901,9.945399298138618,0.3333333332222222
OSM_MEDIUM,296,301,20.300869815051225,10.576889956344186,0.3333333332222222
OSM_MEDIUM,297,311,13.659587889490888,10.480397898748409,0.4999999998333333
OSM_MEDIUM,298,303,6.019365722295867,11.864747875297104,0.3333333332222222
OSM_MEDIUM,299,304,26.85524996358627,9.606345940459834,0.3333333332222222
OSM_MEDIUM,300,305,5.542511517340682,10.561153332041354,0.3333333332222222
OSM_MEDIUM,301,302,4.822421393499083,10.769232248137557,0.4999999998333333
OSM_MEDIUM,302,308,25.31709019625109,7.526285558009609,0.6666666664444444
OSM_MEDIUM,303,309,5.172130948933788,9.816980361311458,0.3333333332222222
OSM_MEDIUM,304,307,2.88704304670827,11.143674157284503,0.3333333332222222
OSM_MEDIUM,305,310,4.523489615054923,12.30989365557893,0.3333333332222222
OSM_MEDIUM,306,311,14.906306756957022,11.939316310771607,0.3333333332222222
OSM_MEDIUM,307,341,38.39285284171681,10.650038369926056,0.4999999998333333
OSM_MEDIUM,308,329,17.64343201489467,9.746198182416965,0.4999999998333333
OSM_MEDIUM,309,313,5.156766191521977,12.450909334250715,0.3333333332222222
OSM_MEDIUM,310,315,4.640401663989872,12.31524559697921,0.3333333332222222
OSM_MEDIUM,311,317,19.613590062033616,10.351041506531347,0.4999999998333333
OSM_MEDIUM,312,345,111.4992533493139,12.245130866553847,0.3333333332222222
OSM_MEDIUM,313,318,5.0980911362823385,12.025824311569748,0.3333333332222222
OSM_MEDIUM,314,326,35.701384836667394,10.35897817103738,0.3333333332222222
OSM_MEDIUM,315,320,5.85840968698495,11.160020339382738,0.3333333332222222
OSM_MEDIUM,316,322,6.020795221191578,11.927602288785776,0.3333333332222222
OSM_MEDIUM,317,319,9.472279679037465,12.277545401247627,0.3333333332222222
OSM_MEDIUM,318,324,5.394952864683931,11.654385982211805,0.3333333332222222
OSM_MEDIUM,319,323,13.835939173446127,8.421972238379242,0.6666666664444444
OSM_MEDIUM,320,325,5.272052416889919,11.838706248447288,0.3333333332222222
OSM_MEDIUM,321,322,6.773185505429324,11.091629488821846,0.3333333332222222
OSM_MEDIUM,322,354,31.237698290088268,9.396965933876363,0.4999999998333333
OSM_MEDIUM,323,338,66.52631055442254,9.499160199228093,0.4999999998333333
OSM_MEDIUM,323,339,19.023870729913906,8.34322237611215,0.6666666664444444
OSM_MEDIUM,324,327,4.944250758774214,9.580183021269312,0.3333333332222222
OSM_MEDIUM,325,330,5.672048224811418,10.522584325519844,0.3333333332222222
OSM_MEDIUM,326,328,3.6326539317567583,7.897556749215862,0.6666666664444444
OSM_MEDIUM,327,331,5.259423624166264,10.282453465843217,0.3333333332222222
OSM_MEDIUM,328,332,10.391417127605644,7.424212172685247,0.8333333330555555
OSM_MEDIUM,328,357,33.12451621077459,7.514113156380873,0.6666666664444444
OSM_MEDIUM,329,345,20.050925092246707,9.630204080702999,0.4999999998333333
OSM_MEDIUM,330,333,4.860753012758273,11.355294788842059,0.3333333332222222
OSM_MEDIUM,331,337,8.745585823564365,10.471934962704193,0.4999999998333333
OSM_MEDIUM,332,389,61.73356754179492,9.551770645198792,0.4999999998333333
OSM_MEDIUM,333,334,5.860264344923978,9.532914432051633,0.3333333332222222
OSM_MEDIUM,334,337,8.916628623398667,8.253836289380516,0.4999999998333333
OSM_MEDIUM,335,340,9.836545757958644,12.17898283964413,0.3333333332222222
OSM_MEDIUM,336,340,10.329891087595245,10.281034866328227,0.3333333332222222
OSM_MEDIUM,337,343,24.500628240156203,9.746013435649518,0.4999999998333333
OSM_MEDIUM,339,349,8.7857879582401,12.021843573296886,0.3333333332222222
OSM_MEDIUM,340,352,9.999250167210379,8.71397556113841,0.6666666664444444
OSM_MEDIUM,341,463,83.46328029358821,7.225468146605524,0.8333333330555555
OSM_MEDIUM,341,346,6.272765922024182,9.499900021479244,0.4999999998333333
OSM_MEDIUM,342,344,3.5116278835746404,13.22116546717969,0.1666666666111111
OSM_MEDIUM,343,352,16.13834056828815,9.73681244809106,0.4999999998333333
OSM_MEDIUM,344,348,9.408773594874093,11.07865639338042,0.3333333332222222
OSM_MEDIUM,345,347,1.4301732099474491,9.169068387854304,0.4999999998333333
OSM_MEDIUM,346,353,13.760559396668969,12.359173567164845,0.3333333332222222
OSM_MEDIUM,347,361,13.551308135132219,9.403231198018561,0.3333333332222222
OSM_MEDIUM,348,350,3.255860702060363,11.07238054738768,0.3333333332222222
OSM_MEDIUM,349,380,34.40877843297296,10.510220126831017,0.3333333332222222
OSM_MEDIUM,350,351,3.5386382587897356,12.067685626995697,0.3333333332222222
OSM_MEDIUM,351,371,84.2826283797347,10.810169018281295,0.3333333332222222
OSM_MEDIUM,352,356,10.966520201780476,7.641263254153947,0.6666666664444444
OSM_MEDIUM,353,358,23.3541814593408,13.236253615336343,0.1666666666111111
OSM_MEDIUM,354,359,7.036802837407645,9.756035078442151,0.3333333332222222
OSM_MEDIUM,355,362,33.83950769592891,12.060739163865897,0.1666666666111111
OSM_MEDIUM,356,363,7.656172687751098,8.606974074150012,0.4999999998333333
OSM_MEDIUM,356,360,12.140957966682661,8.468754832596808,0.4999999998333333
OSM_MEDIUM,357,377,20.77371081220821,12.369883515227453,0.3333333332222222
OSM_MEDIUM,359,368,9.952753722847616,7.00925965667008,0.6666666664444444
OSM_MEDIUM,360,364,9.021890251421073,10.610627877876004,0.3333333332222222
OSM_MEDIUM,361,384,22.912524057713192,11.139198844944042,0.3333333332222222
OSM_MEDIUM,362,366,18.35580466349394,12.028567876758611,0.3333333332222222
OSM_MEDIUM,363,365,2.847733313450289,11.07970292021991,0.1666666666111111
OSM_MEDIUM,364,368,12.598053401499445,6.94260660292284,0.6666666664444444
OSM_MEDIUM,366,386,69.63415970893855,12.24833979173784,0.3333333332222222
OSM_MEDIUM,367,369,11.590103588594706,10.932887465808784,0.1666666666111111
OSM_MEDIUM,368,370,8.088513197150887,7.81449257254029,0.6666666664444444
OSM_MEDIUM,368,375,7.621543085807035,8.20003629310718,0.6666666664444444
OSM_MEDIUM,369,422,42.86236870209029,12.031060435797972,0.3333333332222222
OSM_MEDIUM,370,372,6.504788538969666,11.633571311596047,0.3333333332222222
OSM_MEDIUM,371,376,18.858765904265532,11.732467225642207,0.3333333332222222
OSM_MEDIUM,372,374,4.097666442301072,11.45241556063253,0.3333333332222222
OSM_MEDIUM,373,379,7.0582041785525735,12.125729467341529,0.1666666666111111
OSM_MEDIUM,374,378,13.736541351784204,9.682148403021406,0.3333333332222222
OSM_MEDIUM,375,416,39.05981769107318,9.182310292945063,0.4999999998333333
OSM_MEDIUM,376,381,17.149601637974136,9.90531047062768,0.3333333332222222
OSM_MEDIUM,377,383,4.756065483031065,10.141746610096856,0.3333333332222222
OSM_MEDIUM,378,390,26.794357922784215,12.078672161645352,0.3333333332222222
OSM_MEDIUM,379,382,1.5980989385114819,12.163276648997497,0.3333333332222222
OSM_MEDIUM,380,413,30.22561080688453,10.49304885334111,0.4999999998333333
OSM_MEDIUM,381,391,28.162254698359476,12.059649693659086,0.3333333332222222
OSM_MEDIUM,382,385,1.4871334411147785,9.925889490199124,0.3333333332222222
OSM_MEDIUM,383,387,3.632633235891194,9.44626560061518,0.3333333332222222
OSM_MEDIUM,384,395,12.978040958660635,9.054824625310204,0.4999999998333333
OSM_MEDIUM,385,404,19.795245485591384,10.22827625778132,0.3333333332222222
OSM_MEDIUM,386,388,7.672564883547076,11.67397620123033,0.3333333332222222
OSM_MEDIUM,387,394,10.10157733542178,8.34144084932666,0.4999999998333333
OSM_MEDIUM,388,395,34.86219056095199,10.689962373247832,0.4999999998333333
OSM_MEDIUM,389,398,10.42850527223698,10.002259689714307,0.4999999998333333
OSM_MEDIUM,390,396,15.884123750102527,10.60193856818031,0.3333333332222222
OSM_MEDIUM,391,392,4.213234165827107,10.92703284874415,0.3333333332222222
OSM_MEDIUM,392,394,14.343126406702218,10.137536875160157,0.4999999998333333
OSM_MEDIUM,393,406,14.4139537795742,10.954267870244054,0.1666666666111111
OSM_MEDIUM,394,398,11.79953463811525,7.029931748695399,0.6666666664444444
OSM_MEDIUM,395,397,2.261035843558851,7.483732790798879,0.6666666664444444
OSM_MEDIUM,396,400,11.336762464258952,10.523592192920372,0.4999999998333333
OSM_MEDIUM,397,407,30.27054947604663,8.803562035168476,0.4999999998333333
OSM_MEDIUM,397,442,19.80735588237625,8.652134735586564,0.6666666664444444
OSM_MEDIUM,398,399,3.5256887393867697,9.310281618378339,0.4999999998333333
OSM_MEDIUM,399,401,4.966933077422232,8.496888840952968,0.4999999998333333
OSM_MEDIUM,400,413,26.43879308095642,8.109718721755524,0.6666666664444444
OSM_MEDIUM,400,454,21.50053025069294,9.115502790774835,0.4999999998333333
OSM_MEDIUM,401,408,7.064096372615482,9.765948043141558,0.4999999998333333
OSM_MEDIUM,401,405,6.199729180123916,10.302408477493248,0.4999999998333333
OSM_MEDIUM,402,403,1.6354218513681487,10.899012721076453,0.3333333332222222
OSM_MEDIUM,402,472,30.31793145314288,10.71908467234429,0.1666666666111111
OSM_MEDIUM,403,412,19.950096898135673,10.69513179456892,0.3333333332222222
OSM_MEDIUM,404,423,10.104434870898693,9.536667028645528,0.4999999998333333
OSM_MEDIUM,405,411,24.04930566421574,9.89186488253808,0.3333333332222222
OSM_MEDIUM,406,409,2.9541822744888284,10.936537726381534,0.3333333332222222
OSM_MEDIUM,407,410,5.501319418811246,9.729678889118157,0.3333333332222222
OSM_MEDIUM,408,439,8.769106015194055,11.490502950946475,0.3333333332222222
OSM_MEDIUM,409,419,2.7726524561294985,11.25578454713111,0.3333333332222222
OSM_MEDIUM,410,443,26.29088615479042,11.426881325237563,0.1666666666111111
OSM_MEDIUM,411,423,8.32877793498017,10.64874612327127,0.4999999998333333
OSM_MEDIUM,412,425,7.77063256120042,11.805507577259092,0.3333333332222222
OSM_MEDIUM,413,417,1.5662290804329952,9.76305057106679,0.4999999998333333
OSM_MEDIUM,414,416,1.5196649211145608,8.785434637475802,0.4999999998333333
OSM_MEDIUM,414,415,2.247181582968439,10.417305050386839,0.3333333332222222
OSM_MEDIUM,415,418,1.5152660845475237,11.768434633651674,0.3333333332222222
OSM_MEDIUM,416,421,1.8749302688652103,10.440204006211095,0.4999999998333333
OSM_MEDIUM,417,440,13.532607716391928,11.20387834986549,0.3333333332222222
OSM_MEDIUM,418,420,1.4917715887004661,10.478836983736034,0.3333333332222222
OSM_MEDIUM,419,428,2.6833177829241954,8.539339186469913,0.4999999998333333
OSM_MEDIUM,420,424,1.971486823594733,10.742123445674522,0.3333333332222222
OSM_MEDIUM,421,426,2.2656149134487453,10.183376192483838,0.3333333332222222
OSM_MEDIUM,422,427,3.261524572055945,9.902676187333567,0.4999999998333333
OSM_MEDIUM,423,430,7.936230110771206,9.88088767319422,0.4999999998333333
OSM_MEDIUM,424,429,2.024019842879509,12.45298072033116,0.3333333332222222
OSM_MEDIUM,425,431,5.082013886619423,12.042011138924842,0.3333333332222222
OSM_MEDIUM,426,435,2.5297495945968214,9.471886828128323,0.3333333332222222
OSM_MEDIUM,427,450,11.218536806554846,10.25097163202302,0.4999999998333333
OSM_MEDIUM,427,436,3.9726453149541165,10.492056091156272,0.4999999998333333
OSM_MEDIUM,428,438,2.2330538305446326,9.841524587458387,0.4999999998333333
OSM_MEDIUM,428,432,3.1731873202594216,9.977340709442892,0.4999999998333333
OSM_MEDIUM,429,437,2.250429566111102,9.43512266651019,0.3333333332222222
OSM_MEDIUM,430,463,38.37516131642646,7.52114163853735,0.6666666664444444
OSM_MEDIUM,431,433,0.7449821117602516,11.704451518776292,0.3333333332222222
